   R      RHORPP      DRHORPP     RHORNP    DRHORNP     RHORNN    DRHORNN
 11.15  2.029E-9    6.958E-10   1.966E-6   2.253E-7   1.135E-5   8.93E-7
 11.25  3.276E-9    1.286E-9    1.748E-6   2.045E-7   1.063E-5   8.6E-7
 11.35  1.228E-9    2.997E-10   1.69E-6    2.042E-7   8.99E-6    7.79E-7
 11.45  1.469E-9    6.606E-10   1.562E-6   2.01E-7    8.09E-6    7.44E-7
 11.55  1.684E-9    5.812E-10   1.267E-6   1.761E-7   8.1E-6     7.42E-7
 11.65  7.72E-10    3.042E-10   1.201E-6   1.828E-7   7.3E-6     7.03E-7
 11.75  3.501E-10   9.94E-11    7.98E-7    1.226E-7   5.83E-6    6.03E-7
 11.85  1.188E-9    6.12E-10    9.91E-7    1.414E-7   6.09E-6    6.17E-7
 11.95  8.707E-10   4.699E-10   6.35E-7    1.137E-7   5.21E-6    5.69E-7
 12.05  2.013E-10   4.94E-11    6.6E-7     1.19E-7    4.82E-6    5.47E-7
 12.15  6.023E-10   2.434E-10   8.12E-7    1.394E-7   4.41E-6    5.28E-7
 12.25  8.564E-11   2.976E-11   4.68E-7    9.99E-8    3.67E-6    4.76E-7
 12.35  6.863E-11   2.248E-11   2.835E-7   7.18E-8    3.37E-6    4.44E-7
 12.45  5.003E-10   3.296E-10   5.22E-7    1.103E-7   3.43E-6    4.53E-7
 12.55  1.4168E-10  6.549E-11   4.72E-7    9.91E-8    2.61E-6    3.79E-7
 12.65  1.0131E-10  5.937E-11   2.667E-7   6.73E-8    2.42E-6    3.64E-7
 12.75  1.698E-10   1.2715E-10  3.119E-7   8.57E-8    2.234E-6   3.64E-7
 12.85  1.873E-10   1.5369E-10  2.516E-7   6.6E-8     1.918E-6   3.24E-7
 12.95  4.254E-10   3.2538E-10  4.46E-7    9.76E-8    2.017E-6   3.28E-7
 13.05  7.415E-12   3.207E-12   2.441E-7   6.72E-8    9.71E-7    2.166E-7
 13.15  5.706E-10   4.26E-10    3.333E-7   8.27E-8    1.829E-6   3.21E-7
 13.25  2.681E-11   1.3439E-11  2.52E-7    6.84E-8    1.335E-6   2.63E-7
 13.35  2.522E-11   1.416E-11   2.857E-7   7.45E-8    1.009E-6   2.18E-7
 13.45  8.693E-12   5.7E-12     3.388E-7   7.84E-8    1.6E-6     2.76E-7
 13.55  2.0084E-11  1.1192E-11  1.549E-7   4.85E-8    1.622E-6   2.87E-7
 13.65  4.071E-11   1.8513E-11  2.96E-7    7.23E-8    1.156E-6   2.29E-7
 13.75  1.6675E-10  1.5161E-10  2.596E-7   7.08E-8    1.297E-6   2.56E-7
 13.85  7.493E-12   3.158E-12   2.144E-7   6.64E-8    9.47E-7    2.078E-7
 13.95  7.586E-12   4.51E-12    1.113E-7   3.98E-8    1.034E-6   2.201E-7
 14.05  5.163E-12   1.952E-12   1.06E-7    3.719E-8   8.61E-7    1.909E-7
 14.15  8.84E-12    4.817E-12   1.891E-7   6.26E-8    8.05E-7    1.942E-7
 14.25  1.766E-11   1.502E-11   1.146E-7   4.29E-8    6.69E-7    1.822E-7
 14.35  8.061E-12   4.704E-12   6E-8       2.441E-8   8.67E-7    2.089E-7
 14.45  3.419E-12   2.077E-12   8.09E-8    3.31E-8    6.44E-7    1.62E-7
 14.55  1.0062E-12  6.873E-13   9.54E-8    3.92E-8    3.93E-7    1.242E-7
 14.65  1.569E-12   9.29E-13    1.31E-7    4.65E-8    3.882E-7   1.156E-7
 14.75  3.433E-13   1.809E-13   8.35E-8    3.762E-8   4.28E-7    1.4E-7
 14.85  6.326E-13   5.783E-13   5.18E-8    2.812E-8   2.734E-7   1.024E-7
 14.95  6.8554E-12  6.7141E-12  7.93E-8    3.148E-8   3.12E-7    1.074E-7
 15.05  3.822E-13   1.717E-13   8.74E-8    3.601E-8   4.75E-7    1.309E-7
 15.15  9.69E-12    9.54E-12    5.89E-8    2.968E-8   1.84E-7    7.24E-8
 15.25  1.5102E-12  1.0648E-12  2.575E-8   1.516E-8   1.793E-7   7.95E-8
 15.35  1.1121E-13  5.845E-14   6.9E-8     3.168E-8   2.353E-7   8.32E-8
 15.45  2.0805E-13  1.5524E-13  1.76E-8    1.61E-8    2.154E-7   9.18E-8
 15.55  1.2365E-13  1.1787E-13  2.376E-8   1.444E-8   1.079E-7   5.58E-8
 15.65  8.377E-12   8.054E-12   2.957E-8   2.048E-8   1.983E-7   8.95E-8
 15.75  1.3543E-13  7.846E-14   2.495E-8   1.674E-8   2.64E-7    1.084E-7
 15.85  3.527E-14   2.853E-14   3.214E-8   3.046E-8   1.262E-7   6.77E-8
 15.95  5.4851E-13  4.4253E-13  8.38E-9    8.08E-9    1.168E-7   6.89E-8
 16.05  3.5891E-14  3.5459E-14  2.291E-9   1.575E-9   9.04E-8    5.25E-8
 16.15  1.775E-13   1.647E-13   1.544E-8   1.311E-8   7.62E-8    4.83E-8
 16.25  1.4797E-13  7.977E-14   1.835E-8   1.572E-8   1.924E-7   8.61E-8
 16.35  6.778E-12   6.705E-12   8.85E-9    5.48E-9    1.102E-7   6.19E-8
 16.45  4.61E-14    2.778E-14   1.217E-8   1.098E-8   1.054E-7   6.12E-8
 16.55  1.0061E-14  9.875E-15   1.31E-8    1.239E-8   7.4E-8     4.5E-8
 16.65  2.371E-15   1.7371E-15  3.51E-9    3.024E-9   8.26E-8    5.59E-8
 16.75  2.324E-13   1.935E-13   1.099E-8   8.1E-9     1.308E-7   6.37E-8
 16.85  2.8765E-13  1.9743E-13  4.977E-9   3.781E-9   7.91E-8    5.37E-8
 16.95  1.41E-13    1.41E-13    9.68E-9    9.68E-9    1.799E-8   1.799E-8
 17.05  2.139E-13   2.118E-13   9.79E-9    8.87E-9    7.23E-8    4.69E-8
 17.15  1.6277E-15  1.6277E-15  5.51E-11   5.51E-11   2.698E-8   2.698E-8
 17.25  4.963E-14   4.6761E-14  3.79E-10   3.081E-10  7.98E-8    4.87E-8
 17.35  0           0           0          0          0          0
 17.45  1.2131E-13  1.2031E-13  5.73E-9    5.73E-9    4.65E-8    3.31E-8
 17.55  1.2052E-14  1.0161E-14  9.53E-10   6.83E-10   7.66E-8    4.82E-8
 17.65  2.1757E-15  1.5665E-15  1.233E-9   1.181E-9   4.98E-8    3.66E-8
 17.75  0           0           0          0          0          0
 17.85  1.3039E-14  1.1915E-14  8.76E-11   6.76E-11   4.98E-8    3.95E-8
 17.95  1.5298E-14  1.5193E-14  6.89E-10   5.97E-10   4.872E-8   3.589E-8
 18.05  0           0           0          0          0          0
 18.15  0           0           0          0          0          0
 18.25  6.1451E-16  6.1451E-16  1.875E-11  1.875E-11  2.383E-8   2.383E-8
 18.35  0           0           0          0          0          0
 18.45  0           0           0          0          0          0
 18.55  3.978E-15   3.8036E-15  1.741E-10  1.304E-10  6.92E-8    4.13E-8
 18.65  0           0           0          0          0          0
 18.75  4.195E-17   3.289E-17   5.192E-11  4.703E-11  4.52E-8    3.232E-8
 18.85  0           0           0          0          0          0
 18.95  6.9281E-17  6.9281E-17  2.822E-11  2.822E-11  2.208E-8   2.208E-8
 19.05  0           0           0          0          0          0
 19.15  5.876E-15   5.876E-15   5.98E-12   5.98E-12   2.169E-8   2.169E-8
 19.25  0           0           0          0          0          0
 19.35  9.2405E-16  9.2405E-16  9.17E-11   9.17E-11   2.12E-8    2.12E-8
 19.45  0           0           0          0          0          0
 19.55  4.5548E-16  4.5548E-16  4.82E-11   4.82E-11   2.074E-8   2.074E-8
 19.65  0           0           0          0          0          0
 19.75  0           0           0          0          0          0
 19.85  0           0           0          0          0          0
 19.95  0           0           0          0          0          0
 20.05  0           0           0          0          0          0
